Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
53078,Text,18/09/2016,"The American Missionary — Volume 32, No. 04, April 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53082,Text,18/09/2016,Les apôtres,fr,"Renan, Ernest, 1823-1892",Apostles,BS,"FR Philosophie, Religion et Morale"
53188,Text,01/10/2016,"The American Missionary — Volume 32, No. 05, May, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53194,Text,02/10/2016,The Story of the Scottish Covenants in Outline,en,"Fleming, David Hay, 1849-1931",Covenanters; Scotland -- Church history; Covenanters -- Scotland -- History; Covenants (Church polity),BX,
53216,Text,05/10/2016,"An Essay on the Incubus, or Night-mare",en,"Bond, John, M.D.",Nightmares -- Physiological aspects -- Early works to 1800,BF,
53227,Text,07/10/2016,"The American Missionary — Volume 32, No. 06, June, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53242,Text,10/10/2016,"The American Missionary — Volume 32, No. 07, July 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53260,Text,11/10/2016,Nietzsche: His Life and Works,en,"Ludovici, Anthony M. (Anthony Mario), 1882-1971; Levy, Oscar, 1867-1946 [Author of introduction, etc.]","Nietzsche, Friedrich Wilhelm, 1844-1900",B,
53262,Text,11/10/2016,Manners for Men,en,"Humphry, Mrs., -1925",Etiquette for men,BJ,
53293,Text,16/10/2016,Pidot (Symposion),fi,"Plato, 427? BCE-347? BCE; Lehmuskoski, Niilo, 1888-1948 [Translator]","Classical literature; Socrates, 470 BC-399 BC; Philosophy, Ancient; Love -- Early works to 1800",B; PA,
53340,Text,22/10/2016,"The American Missionary — Volume 32, No. 08, August, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53346,Text,22/10/2016,"The Analogy of Religion to the Constitution and Course of Nature
To which are added two brief dissertations: I. On personal identity. II. On the nature of virtue.",en,"Butler, Joseph, 1692-1752; Malcolm, Howard, 1799-1879 [Editor]",Revelation; Natural theology; Apologetics -- Early works to 1800; Eschatology; Analogy (Religion),BT,Christianity
53369,Text,26/10/2016,Nietzsche and Art,en,"Ludovici, Anthony M. (Anthony Mario), 1882-1971","Nietzsche, Friedrich Wilhelm, 1844-1900 -- Aesthetics; Aesthetics, German -- 19th century",B,Art
53376,Text,27/10/2016,"The American Missionary — Volume 32, No. 09, September, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53377,Text,27/10/2016,"The American Missionary — Volume 32, No. 10, October, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53395,Text,29/10/2016,"Essays: Scientific, Political, & Speculative; Vol. 2 of 3
Library Edition (1891), Containing Seven Essays not before Republished, and Various other Additions.",en,"Spencer, Herbert, 1820-1903",Science; Philosophy; Political science,B,
53397,Text,29/10/2016,Näin puhui Zarathustra: Kirja kaikille eikä kenellekään,fi,"Nietzsche, Friedrich Wilhelm, 1844-1900; Kouta, Aarni, 1884-1924 [Translator]","Superman (Philosophical concept); Philosophy, German",B,
53401,Text,29/10/2016,Never: A Hand-Book for the Uninitiated and Inexperienced Aspirants to Refined Society's Giddy Heights and Glittering Attainments.,en,"Urner, Nathan Dane, 1839-1893",Etiquette,BJ,
53412,Text,30/10/2016,"The Witchcraft Delusion in New England: Its Rise, Progress, and Termination (Vol. 3 of 3)",en,"Calef, Robert, 1648-1719; Mather, Cotton, 1663-1728; Drake, Samuel G., 1798-1875 [Editor]",Witchcraft -- New England,BF,
53430,Text,02/11/2016,Principia Ethica,en,"Moore, G. E. (George Edward), 1873-1958",Ethics,BJ,
53438,Text,02/11/2016,"Kreikkalaisten ja Roomalaisten Mytologiia, eli Jumalaistarut ja Sankarisadut",fi,"Forsman, Kaarlo, 1851-1918","Mythology, Classical; Mythology, Greek; Rome -- Religion; Greece -- Religion; Mythology, Roman",BL,
53443,Text,03/11/2016,"Stop! A Handy Monitor, Pocket Conscience and Portable Guardian against the World, the Flesh and the Devil",en,"Urner, Nathan Dane, 1839-1893",Conduct of life; Etiquette -- United States,BJ,
53446,Text,03/11/2016,The Maréchale (Catherine Booth-Clibborn),en,"Strahan, James, 1863-1926","Booth-Clibborn, Catherine, 1860-1955",BX,
53463,Text,06/11/2016,"Textos biblicos
arranjados de maneira a que possam facilitar o processo de examinar as Escripturas Sagradas e achar de prompto qualquer texto",pt,Anonymous,Bible -- Indexes,BS,
53465,Text,07/11/2016,"Lessons in the Small Catechism of Dr. Martin Luther
For the Senior Department of Lutheran Sunday-Schools and for General Use",en,"Luther, Martin, 1483-1546; Mezger, George, 1857-1931",Lutheran Church -- Catechisms,BX,
53493,Text,10/11/2016,Die Philosophie der Freiheit: Grundzüge einer modernen Weltanschauung,de,"Steiner, Rudolf, 1861-1925","Knowledge, Theory of; Anthroposophy; Life; Free will and determinism",BD,
53499,Text,11/11/2016,Martin Luther,en,"Koppenhaver, Carl E.","Luther, Martin, 1483-1546",BR,Biographies
53527,Text,14/11/2016,"The Existence and Attributes of God, Volumes 1 and 2",en,"Charnock, Stephen, 1628-1680; Symington, William, 1795-1862 [Contributor]",Providence and government of God -- Christianity; God (Christianity) -- Attributes,BT,Christianity
53540,Text,17/11/2016,Introduction à la vie dévote,fr,"Francis, de Sales, Saint, 1567-1622",Meditations -- Early works to 1800,BX,"FR Philosophie, Religion et Morale"
53547,Text,18/11/2016,"The American Missionary — Volume 32, No. 11, November, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53556,Text,19/11/2016,Kuolema,fi,"Maeterlinck, Maurice, 1862-1949; Palola, Eino, 1885-1951 [Translator]",Death,BD,
53572,Text,22/11/2016,"The American Missionary — Volume 33, No. 04, April 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53576,Text,22/11/2016,"John Black, the Apostle of the Red River
Or, How the Blue Banner Was Unfurled on Manitoba Prairies",en,"Bryce, George, 1844-1931","Black, John, 1818-1882; Presbyterian Church -- Missions -- Manitoba; Missionaries -- Manitoba -- Biography",BX; E011,
53592,Text,24/11/2016,Friedrich Nietzsche: Ein Kämpfer gegen seine Zeit,de,"Steiner, Rudolf, 1861-1925","Nietzsche, Friedrich Wilhelm, 1844-1900",B,
53616,Text,27/11/2016,The Jesus Problem: A Restatement of the Myth Theory,en,"Robertson, J. M. (John Mackinnon), 1856-1933",Jesus Christ,BT,
53618,Text,28/11/2016,"The American Missionary — Volume 33, No. 01, January 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53620,Text,28/11/2016,The life of Friedrich Nietzsche,en,"Halévy, Daniel, 1872-1962; Kettle, Tom, 1880-1916 [Author of introduction, etc.]; Hone, Joseph M. (Joseph Maunsell), 1882-1959 [Translator]","Nietzsche, Friedrich Wilhelm, 1844-1900",B,
53622,Text,28/11/2016,What Nietzsche Taught,en,"Wright, Willard Huntington, 1888-1939","Philosophy; Nietzsche, Friedrich Wilhelm, 1844-1900; Nietzsche, Friedrich Wilhelm, 1844-1900 -- Criticism and interpretation",B,
53683,Text,07/12/2016,"Bronson Alcott's Fruitlands, compiled by Clara Endicott Sears
With Transcendental Wild Oats, by Louisa M. Alcott",en,"Sears, Clara Endicott, 1863-1960 [Compiler]; Alcott, Louisa May, 1832-1888 [Contributor]","Alcott, Amos Bronson, 1799-1888; Fruitlands (Harvard, Mass.)",B,
53709,Text,10/12/2016,"The American Missionary — Volume 32, No. 03, March, 1878",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53768,Text,19/12/2016,"Progetto filosofico di una completa riforma del culto e dell'educazione politico-morale del popolo ebreo, Tomo I",it,"Fernando, Aron, 1761-1830",Judaism,BM,IT Filosofia
53770,Text,20/12/2016,Hymnological Studies,en,"Lundquist, Matthew Nathanael, 1886-1964",Hymns -- History and criticism; Lutheran Church -- Hymns -- History and criticism,BV,
53775,Text,20/12/2016,"A Bible School Manual: Studies in the Book of Revelation
An introduction, analysis, and notes, containing a concise interpretation according to the symbolic view, numerous references to authorities, and general mention of other interpretations, with the text of the American revised version edited in paragraphs, for the use of Bible students",en,"Hunter, Stephen Alexander, 1851-",Bible. Revelation -- Commentaries,BS,
53791,Text,22/12/2016,"Philosophical Works, v. 1 (of 4)
Including All the Essays, and Exhibiting the More Important Alterations and Corrections in the Successive Editions Published by the Author",en,"Hume, David, 1711-1776","Knowledge, Theory of; Philosophy, English -- 18th century",B,
53792,Text,22/12/2016,"Philosophical Works, v. 2 (of 4)
Including All the Essays, and Exhibiting the More Important Alterations and Corrections in the Successive Editions Published by the Author",en,"Hume, David, 1711-1776","Knowledge, Theory of; Philosophy, English -- 18th century",B,
53799,Text,24/12/2016,"A General View of Positivism
Or, Summary exposition of the System of Thought and Life",en,"Comte, Auguste, 1798-1857; Harrison, Frederic, 1831-1923 [Author of introduction, etc.]; Bridges, John Henry, 1832-1906 [Translator]",Positivism,B,
53809,Text,27/12/2016,"Saint John Chrysostom, His Life and Times
A sketch of the church and the empire in the fourth century",en,"Stephens, W. R. W. (William Richard Wood), 1839-1902","John Chrysostom, Saint, -407; Church and state -- Byzantine Empire; Byzantine Empire -- Church history",BR,
53811,Text,26/12/2016,Rescue the Perishing: Personal Work Made Easy,en,"Seibert, Fred R.",Bible -- Indexes,BV,
53829,Text,29/12/2016,Pagan Ideas of Immortality During the Early Roman Empire,en,"Moore, Clifford Herschel, 1866-1931",Rome -- Religion; Immortality,BL,
53833,Text,30/12/2016,American Unitarian Hymn Writers and Hymns,en,"Foote, Henry Wilder, 1875-1964","Unitarian Universalist churches -- Hymns -- History and criticism; Hymns, English -- History and criticism; Hymn writers",BV,
53841,Text,30/12/2016,Virgin Saints and Martyrs,en,"Baring-Gould, S. (Sabine), 1834-1924; Anger, F. [Illustrator]",Martyrs; Christian women saints,BR,
53870,Text,02/01/2017,"The Gipsy Fortune Teller
Containing: Judgment for the 29 Days of the Moon, the Signification of Moles, and the Art of Telling Fortunes by Dice, Dominoes, &c., &c.",en,"Parker, W.",Fortune-telling,BF,
53879,Text,03/01/2017,"The Witches' Dream Book; and Fortune Teller
Embracing full and correct rules of divination concerning dreams and visions, foretelling of future events, their scientific application to physiognomy, palmistry, moles, cards, &c.; together with the application and observance of talismen charms, spells and incantations.",en,"Noe, A. H.",Dreams; Fortune-telling,BF,
53884,Text,04/01/2017,"A Biblical and Theological Dictionary
explanatory of the history, manners, and customs of the Jews, and neighbouring nations",en,"Watson, Richard, 1781-1833; Bangs, Nathan, 1778-1862 [Editor]",Theology -- Dictionaries; Bible -- Dictionaries,BR,
53894,Text,05/01/2017,The Peep of Day,en,"Mortimer, Favell Lee, 1802-1878","Christian life -- Juvenile literature; Bible stories, English -- Juvenile literature; Christian education -- Textbooks for children",BV,
53931,Text,09/01/2017,The Gathering of the Nations,en,Anonymous,"Christian life; International Exhibition (1862 : London, England)",BV,
53934,Text,09/01/2017,The Sabbath and the Crystal Palace,en,Anonymous,"Sunday; Sabbath; Crystal Palace (Sydenham, London, England)",BV,
53962,Text,14/01/2017,"Anthroposophie im Umriss
Entwurf eines Systems idealer Weltansicht auf realistischer Grundlage",de,"Zimmermann, Robert, 1824-1898",Philosophy; Anthroposophy,B,
53966,Text,15/01/2017,"The American Missionary — Volume 33, No. 05, May, 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
53985,Text,17/01/2017,The Celtic Christianity of Cornwall: Divers Sketches and Studies,en,"Taylor, Thomas, 1858-1938",Cornwall (England : County) -- Church history,BR,
54001,Text,17/01/2017,"Il nipotismo di Roma, or, The History of the Popes Nephews
from the time of Sixtus IV. to the death of the last Pope, Alexander VII",en,"Leti, Gregorio, 1630-1701; Aglionby, William, -1705 [Translator]",Papacy -- History; Papacy -- Early works to 1800; Nepotism,BX,
54037,Text,21/01/2017,The Seaside Sibyl; Or Leaves of Destiny: A Fortune Teller in Verse,en,Anonymous,Fortune-telling,BF,
54042,Text,22/01/2017,"A Short History of the Salem Village Witchcraft Trials
Illustrated by a Verbatim Report of the Trial of Mrs. Elizabeth Howe",en,"Perley, M. V. B.","Witchcraft -- Massachusetts -- Salem; Jackson, Elizabeth, 1637-1692; Trials (Witchcraft) -- Massachusetts -- Salem",BF,
54055,Text,26/01/2017,Letters to Children,en,"Bridgman, E. C. (Elijah Coleman), 1801-1861",Christian life -- Juvenile literature; Missionaries -- Juvenile literature; China -- Religious life and customs -- Juvenile literature; Idols and images -- Worship -- Juvenile literature; Missions -- China -- Juvenile literature,BV,
54076,Text,30/01/2017,"Essays: Scientific, Political, & Speculative; Vol. 3 of 3
Library Edition (1891), Containing Seven Essays not before Republished, and Various other Additions.",en,"Spencer, Herbert, 1820-1903",Science; Philosophy; Political science,B,
54115,Text,06/02/2017,History of the Inquisition from Its Establishment Till the Present Time,en,"Sime, William",Inquisition -- History; Inquisition,BX,
54119,Text,09/02/2017,"The American Missionary — Volume 33, No. 06, June, 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
54131,Text,09/02/2017,"The American Missionary — Volume 33, No. 12, December 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
54137,Text,08/02/2017,Logic as the Science of the Pure Concept,en,"Croce, Benedetto, 1866-1952; Ainslie, Douglas, 1865-1948 [Translator]",Logic,BC,
54150,Text,10/02/2017,The Medieval Latin Hymn,en,"Messenger, Ruth Ellis, 1884-1964","Hymns, Latin -- History and criticism; Sequences (Liturgy)",BV,
54226,Text,23/02/2017,"Servetus and Calvin
A Study of an Important Epoch in the Early History of the Reformation",en,"Willis, Robert, 1799-1878","Calvin, Jean, 1509-1564; Servetus, Michael, 1511?-1553",BX,
54234,Text,25/02/2017,"The American Missionary — Volume 33, No. 07, July, 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
54243,Text,26/02/2017,"Demoniality; or, Incubi and Succubi",en; la,"Sinistrari, Ludovico Maria, 1632?-1701; Liseux, Isidore, 1835-1894 [Translator]",Catholic Church -- Doctrines; Demonology -- Early works to 1800,BF,
54246,Text,26/02/2017,The Clergy and the Pulpit in Their Relations to the People.,en,"Mullois, Isidore, -1870; Badger, George Percy, 1815-1888 [Translator]",Preaching,BV,
54250,Text,27/02/2017,The Albigensian Heresy,en,"Warner, Henry James","Albigenses; Christian heresies -- France, Southwest -- History -- Middle Ages, 600-1500; Inquisition -- France, Southwest; France, Southwest -- History -- Religious aspects; France -- Church history -- 987-1515",BX,
54260,Text,28/02/2017,The Spiritual Guidance of Man and of Mankind,en,"Steiner, Rudolf, 1861-1925; Collison, Harry [Editor]",Anthroposophy; Theosophy; Jesus Christ -- Anthroposophical interpretations,BP,
54268,Text,01/03/2017,The Ocean of Theosophy,en,"Judge, William Quan, 1851-1896",Theosophy,BP,
54269,Text,02/03/2017,"A Letter to the Rev. William Maskell, A.M.
How far the Judicial Committee of the Privy Council commits the Church of England by its decision, even allowing it to have jurisdiction in points of doctrine",en,"Mayow, Mayow Wynell, 1810-1895; Maskell, William, 1814?-1890 [Other]","Church and state -- Great Britain; Church and state -- Church of England; Baptism -- Church of England; Gorham, George Cornelius; Great Britain. Privy Council. Judicial Committee; Ecclesiastical law -- England -- History -- 19th century",BX,
54278,Text,03/03/2017,Proclamation of the Twelve Apostles of the Church of Jesus Christ of Latter-Day Saints,en,"Council of the Twelve Apostles (Church of Jesus Christ of Latter-day Saints); Woodruff, Wilford, 1807-1898 [Other]",Mormons; Mormon Church,BX,Latter Day Saints
54291,Text,06/03/2017,"Conscience and Sin: Daily Meditations for Lent, Including Week-days and Sundays",en,"Baring-Gould, S. (Sabine), 1834-1924",Sin; Conscience; Lent -- Prayers and devotions,BV,
54292,Text,06/03/2017,What Jesus Taught,en,"Widtsoe, Osborne J. P., 1877-1920",Jesus Christ -- Teachings; Mormon Church -- Doctrines,BS; BX,Latter Day Saints
54293,Text,07/03/2017,"The American Missionary — Volume 33, No. 08, August, 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
54295,Text,07/03/2017,"Short Reasons for Communion with the Church of England
Or, The Churchman's answer to the question, ""Why are you a Member of the Established Church?""",en,"Biddulph, Thomas Tregenna, 1763-1838",Church of England -- Apologetic works,BX,
